分拣中心,日期,小时,货量
SC25,2023/11/18,14,1071
SC25,2023/11/11,14,1817
SC25,2023/11/17,16,1937
SC25,2023/11/18,5,98
SC25,2023/11/21,12,354
SC25,2023/11/19,0,3215
SC25,2023/11/22,13,1485
SC25,2023/11/18,20,3971
SC25,2023/11/26,9,638
SC25,2023/11/16,19,4369
SC25,2023/11/22,4,1172
SC25,2023/11/19,18,2067
SC25,2023/11/9,6,27
SC25,2023/11/11,7,874
SC25,2023/11/5,16,1741
SC25,2023/11/24,17,1799
SC25,2023/11/22,18,2453
SC25,2023/11/4,6,138
SC25,2023/11/6,11,685
SC25,2023/11/8,20,5042
SC25,2023/11/29,17,2819
SC25,2023/11/13,8,1126
SC25,2023/11/16,21,4997
SC25,2023/11/12,12,1847
SC25,2023/11/23,16,1444
SC25,2023/11/5,23,4103
SC25,2023/11/10,12,1056
SC25,2023/11/8,16,1773
SC25,2023/11/29,10,410
SC25,2023/11/10,21,4577
SC25,2023/11/19,3,1261
SC25,2023/11/27,0,3129
SC25,2023/11/19,15,911
SC25,2023/11/6,2,1385
SC25,2023/11/5,13,1857
SC25,2023/11/13,6,337
SC25,2023/11/18,22,4558
SC25,2023/11/20,15,923
SC25,2023/11/24,0,2437
SC25,2023/11/14,7,355
SC25,2023/11/13,16,2737
SC25,2023/11/29,16,1875
SC25,2023/11/1,4,1848
SC25,2023/11/1,0,3619
SC25,2023/11/16,12,1281
SC25,2023/11/15,0,3100
SC25,2023/11/5,4,1431
SC25,2023/11/9,22,5675
SC25,2023/11/20,5,95
SC25,2023/11/26,11,581
SC25,2023/11/22,14,2171
SC25,2023/11/12,15,1815
SC25,2023/11/1,17,2892
SC25,2023/11/27,18,3233
SC25,2023/11/2,17,2179
SC25,2023/11/27,16,1026
SC25,2023/11/7,22,5844
SC25,2023/11/23,7,199
SC25,2023/11/28,6,0
SC25,2023/11/7,5,432
SC25,2023/11/23,5,187
SC25,2023/11/9,18,2777
SC25,2023/11/17,0,3679
SC25,2023/11/14,13,1133
SC25,2023/11/20,23,4584
SC25,2023/11/10,11,784
SC25,2023/11/29,13,1625
SC25,2023/11/13,11,873
SC25,2023/11/15,7,389
SC25,2023/11/28,21,5179
SC25,2023/11/7,9,490
SC25,2023/11/24,23,3919
SC25,2023/11/5,7,352
SC25,2023/11/1,23,4974
SC25,2023/11/12,2,1757
SC25,2023/11/17,21,5434
SC25,2023/11/6,3,1221
SC25,2023/11/22,2,1267
SC25,2023/11/6,20,4858
SC25,2023/11/14,14,958
SC25,2023/11/20,14,1284
SC25,2023/11/2,10,1056
SC25,2023/11/16,23,4975
SC25,2023/11/29,2,1211
SC25,2023/11/24,5,423
SC25,2023/11/20,17,2162
SC25,2023/11/5,3,1347
SC25,2023/11/26,7,201
SC25,2023/11/28,1,1086
SC25,2023/11/24,13,1856
SC25,2023/11/1,13,2837
SC25,2023/11/14,17,3192
SC25,2023/11/2,20,5185
SC25,2023/11/1,5,515
SC25,2023/11/29,20,4236
SC25,2023/11/5,8,524
SC25,2023/11/2,2,1698
SC25,2023/11/1,15,2742
SC25,2023/11/26,6,1
SC25,2023/11/19,12,787
SC25,2023/11/14,10,929
SC25,2023/11/16,8,676
SC25,2023/11/27,23,4138
SC25,2023/11/10,8,583
SC25,2023/11/10,6,7
SC25,2023/11/15,9,1426
SC25,2023/11/7,0,4428
SC25,2023/11/22,20,4802
SC25,2023/11/27,13,1563
SC25,2023/11/20,10,383
SC25,2023/11/8,0,4281
SC25,2023/11/30,1,1363
SC25,2023/11/11,21,5323
SC25,2023/11/21,2,1503
SC25,2023/11/11,12,3026
SC25,2023/11/25,12,414
SC25,2023/11/6,1,1470
SC25,2023/11/16,6,18
SC25,2023/11/25,21,4679
SC25,2023/11/26,15,1549
SC25,2023/11/18,15,923
SC25,2023/11/14,20,4862
SC25,2023/11/10,16,1172
SC25,2023/11/27,8,554
SC25,2023/11/21,18,2857
SC25,2023/11/11,0,4264
SC25,2023/11/20,19,4151
SC25,2023/11/22,19,3785
SC25,2023/11/27,2,537
SC25,2023/11/21,14,1470
SC25,2023/11/10,23,5460
SC25,2023/11/27,4,1235
SC25,2023/11/22,10,521
SC25,2023/11/18,7,338
SC25,2023/11/10,9,346
SC25,2023/11/5,17,2031
SC25,2023/11/17,18,2305
SC25,2023/11/3,0,4247
SC25,2023/11/8,3,1367
SC25,2023/11/16,20,4340
SC25,2023/11/23,13,1577
SC25,2023/11/13,2,1546
SC25,2023/11/1,6,673
SC25,2023/11/27,17,3081
SC25,2023/11/21,7,162
SC25,2023/11/23,3,1381
SC25,2023/11/18,16,1874
SC25,2023/11/9,11,651
SC25,2023/11/9,17,2953
SC25,2023/11/10,20,4828
SC25,2023/11/14,9,1452
SC25,2023/11/23,11,545
SC25,2023/11/17,1,1185
SC25,2023/11/21,9,606
SC25,2023/11/4,1,1619
SC25,2023/11/16,16,1570
SC25,2023/11/16,2,1192
SC25,2023/11/6,15,2081
SC25,2023/11/7,23,4985
SC25,2023/11/22,11,491
SC25,2023/11/7,6,70
SC25,2023/11/24,6,5
SC25,2023/11/16,9,615
SC25,2023/11/12,3,1874
SC25,2023/11/14,19,2902
SC25,2023/11/25,0,2436
SC25,2023/11/27,14,1703
SC25,2023/11/23,4,1536
SC25,2023/11/23,23,3915
SC25,2023/11/20,11,647
SC25,2023/11/17,23,3676
SC25,2023/11/11,9,903
SC25,2023/11/27,20,4397
SC25,2023/11/15,14,975
SC25,2023/11/14,11,797
SC25,2023/11/7,13,1601
SC25,2023/11/5,10,804
SC25,2023/11/26,16,1614
SC25,2023/11/7,3,1175
SC25,2023/11/6,5,254
SC25,2023/11/13,20,5021
SC25,2023/11/7,4,1342
SC25,2023/11/27,10,365
SC25,2023/11/6,21,4793
SC25,2023/11/11,20,5268
SC25,2023/11/25,20,4438
SC25,2023/11/11,2,1006
SC25,2023/11/14,15,1269
SC25,2023/11/23,6,0
SC25,2023/11/22,5,254
SC25,2023/11/26,0,3045
SC25,2023/11/12,22,5241
SC25,2023/11/4,8,504
SC25,2023/11/1,14,2437
SC25,2023/11/15,5,197
SC25,2023/11/28,8,585
SC25,2023/11/29,18,2616
SC25,2023/11/2,18,2641
SC25,2023/11/3,20,4981
SC25,2023/11/24,14,1850
SC25,2023/11/18,13,1928
SC25,2023/11/20,2,1114
SC25,2023/11/26,14,1068
SC25,2023/11/16,5,274
SC25,2023/11/26,4,1211
SC25,2023/11/26,13,1810
SC25,2023/11/10,5,225
SC25,2023/11/22,6,5
SC25,2023/11/9,8,680
SC25,2023/11/5,6,1
SC25,2023/11/9,9,283
SC25,2023/11/23,14,2524
SC25,2023/11/18,4,1329
SC25,2023/11/6,0,3698
SC25,2023/11/17,14,1344
SC25,2023/11/20,6,12
SC25,2023/11/21,16,1628
SC25,2023/11/10,15,2324
SC25,2023/11/16,15,1006
SC25,2023/11/18,23,3889
SC25,2023/11/14,5,409
SC25,2023/11/14,12,1190
SC25,2023/11/6,16,1648
SC25,2023/11/24,2,659
SC25,2023/11/12,17,3679
SC25,2023/11/3,3,1632
SC25,2023/11/8,17,3350
SC25,2023/11/2,8,508
SC25,2023/11/25,3,1228
SC25,2023/11/11,3,1522
SC25,2023/11/20,12,883
SC25,2023/11/5,11,600
SC25,2023/11/13,7,652
SC25,2023/11/26,23,3369
SC25,2023/11/1,1,3186
SC25,2023/11/1,20,5400
SC25,2023/11/7,14,1766
SC25,2023/11/29,8,567
SC25,2023/11/1,2,1946
SC25,2023/11/14,6,9
SC25,2023/11/24,1,1498
SC25,2023/11/5,19,3943
SC25,2023/11/8,10,1399
SC25,2023/11/22,12,559
SC25,2023/11/14,21,5602
SC25,2023/11/12,10,1142
SC25,2023/11/20,21,5453
SC25,2023/11/24,20,4648
SC25,2023/11/26,19,4014
SC25,2023/11/18,11,501
SC25,2023/11/22,21,5825
SC25,2023/11/13,22,4343
SC25,2023/11/2,12,1608
SC25,2023/11/11,23,6139
SC25,2023/11/25,23,3949
SC25,2023/11/2,21,5425
SC25,2023/11/12,14,2277
SC25,2023/11/25,4,1638
SC25,2023/11/11,4,1896
SC25,2023/11/25,13,1525
SC25,2023/11/3,4,1362
SC25,2023/11/1,9,1424
SC25,2023/11/3,13,1471
SC25,2023/11/19,19,3260
SC25,2023/11/30,16,1397
SC25,2023/11/8,14,1674
SC25,2023/11/15,17,2261
SC25,2023/11/28,16,1324
SC25,2023/11/3,23,5077
SC25,2023/11/29,21,5019
SC25,2023/11/27,1,1068
SC25,2023/11/17,6,23
SC25,2023/11/29,12,744
SC25,2023/11/4,16,2098
SC25,2023/11/24,9,400
SC25,2023/11/15,10,1129
SC25,2023/11/19,11,511
SC25,2023/11/11,13,2560
SC53,2023/11/2,5,1309
SC53,2023/11/2,15,953
SC53,2023/11/24,19,3155
SC53,2023/11/28,20,3521
SC53,2023/11/4,20,3087
SC53,2023/11/27,11,0
SC53,2023/11/29,6,445
SC53,2023/11/12,21,4353
SC53,2023/11/6,14,2034
SC53,2023/11/23,21,4251
SC53,2023/11/26,1,777
SC53,2023/11/19,20,3864
SC53,2023/11/4,17,1602
SC53,2023/11/7,12,13
SC53,2023/11/2,7,384
SC53,2023/11/7,21,4126
SC53,2023/11/4,10,2
SC53,2023/11/23,12,6
SC53,2023/11/13,18,2068
SC53,2023/11/2,0,3526
SC53,2023/11/21,11,0
SC53,2023/11/21,19,2858
SC53,2023/11/16,10,0
SC53,2023/11/29,7,57
SC53,2023/11/30,10,0
SC53,2023/11/7,17,1794
SC53,2023/11/17,11,0
SC53,2023/11/21,4,269
SC53,2023/11/15,18,2124
SC53,2023/11/18,10,0
SC53,2023/11/9,2,948
SC53,2023/11/26,17,933
SC53,2023/11/6,10,0
SC53,2023/11/29,1,695
SC53,2023/11/2,1,2688
SC53,2023/11/18,17,1096
SC53,2023/11/9,20,4224
SC53,2023/11/27,9,17
SC53,2023/11/22,7,384
SC53,2023/11/16,0,1606
SC53,2023/11/22,1,649
SC53,2023/11/28,22,4446
SC53,2023/11/13,11,0
SC53,2023/11/1,10,0
SC53,2023/11/14,22,4255
SC53,2023/11/29,15,1854
SC53,2023/11/22,22,4165
SC53,2023/11/13,4,1069
SC53,2023/11/21,3,535
SC53,2023/11/30,7,274
SC53,2023/11/24,21,4019
SC53,2023/11/19,14,2367
SC53,2023/11/21,23,4147
SC53,2023/11/26,10,0
SC53,2023/11/23,17,1191
SC53,2023/11/26,18,1880
SC53,2023/11/13,5,959
SC53,2023/11/28,0,1376
SC53,2023/11/28,6,478
SC53,2023/11/3,15,2433
SC53,2023/11/2,14,1747
SC53,2023/11/7,7,9
SC53,2023/11/2,23,4005
SC53,2023/11/12,15,2840
SC53,2023/11/19,4,201
SC53,2023/11/4,2,964
SC53,2023/11/30,20,3962
SC53,2023/11/28,2,795
SC53,2023/11/11,5,562
SC53,2023/11/6,8,0
SC53,2023/11/2,4,888
SC53,2023/11/12,5,1381
SC53,2023/11/19,23,2933
SC53,2023/11/10,3,269
SC53,2023/11/15,14,2216
SC53,2023/11/12,1,1260
SC53,2023/11/27,15,1963
SC53,2023/11/6,9,30
SC53,2023/11/1,11,0
SC53,2023/11/8,1,683
SC53,2023/11/16,17,1809
SC53,2023/11/29,0,1131
SC53,2023/11/9,16,2195
SC53,2023/11/12,23,4635
SC53,2023/11/1,8,19
SC53,2023/11/5,1,641
SC53,2023/11/21,10,0
SC53,2023/11/15,23,4003
SC53,2023/11/28,7,22
SC53,2023/11/4,0,411
SC53,2023/11/16,3,655
SC53,2023/11/19,12,20
SC53,2023/11/25,12,17
SC53,2023/11/23,20,4345
SC53,2023/11/26,12,29
SC53,2023/11/10,14,2320
SC53,2023/11/26,8,1
SC53,2023/11/3,18,1731
SC53,2023/11/28,17,1332
SC53,2023/11/17,9,24
SC53,2023/11/10,10,0
SC53,2023/11/19,10,0
SC53,2023/11/15,3,709
SC53,2023/11/5,14,2210
SC53,2023/11/8,23,4212
SC53,2023/11/9,1,312
SC53,2023/11/23,18,1924
SC53,2023/11/24,8,1
SC53,2023/11/19,17,1005
SC53,2023/11/7,22,4092
SC53,2023/11/30,6,202
SC53,2023/11/4,6,572
SC53,2023/11/10,19,4100
SC53,2023/11/18,9,21
SC53,2023/11/23,22,4810
SC53,2023/11/29,4,278
SC53,2023/11/1,17,572
SC53,2023/11/27,19,1857
SC53,2023/11/22,8,97
SC53,2023/11/16,22,4520
SC53,2023/11/9,21,4119
SC53,2023/11/14,1,1108
SC53,2023/11/8,18,1863
SC53,2023/11/15,4,655
SC53,2023/11/11,16,1929
SC53,2023/11/3,16,2022
SC53,2023/11/23,10,0
SC53,2023/11/30,0,1052
SC53,2023/11/18,18,1657
SC53,2023/11/5,9,23
SC53,2023/11/2,22,4199
SC53,2023/11/12,8,14
SC53,2023/11/15,6,936
SC53,2023/11/18,1,482
SC53,2023/11/20,8,1
SC53,2023/11/16,7,25
SC53,2023/11/2,6,275
SC53,2023/11/9,12,20
SC53,2023/11/1,21,3867
SC53,2023/11/30,22,4269
SC53,2023/11/15,13,1579
SC53,2023/11/15,21,4012
SC53,2023/11/25,16,1111
SC53,2023/11/24,12,33
SC53,2023/11/21,17,1411
SC53,2023/11/8,9,27
SC53,2023/11/24,18,1501
SC53,2023/11/3,8,9
SC53,2023/11/19,22,4040
SC53,2023/11/1,18,2450
SC53,2023/11/3,5,850
SC53,2023/11/27,5,363
SC53,2023/11/10,17,1869
SC53,2023/11/18,8,524
SC53,2023/11/27,6,0
SC53,2023/11/15,2,1215
SC53,2023/11/17,19,3052
SC53,2023/11/20,16,1756
SC53,2023/11/23,2,732
SC53,2023/11/5,5,487
SC53,2023/11/26,21,3611
SC53,2023/11/7,1,212
SC53,2023/11/19,21,3557
SC53,2023/11/23,9,22
SC53,2023/11/21,1,805
SC53,2023/11/19,5,776
SC53,2023/11/24,23,3455
SC53,2023/11/1,13,21
SC53,2023/11/19,7,55
SC53,2023/11/4,11,0
SC53,2023/11/13,14,2451
SC53,2023/11/25,21,3736
SC53,2023/11/7,0,941
SC53,2023/11/26,15,1648
SC53,2023/11/15,9,52
SC53,2023/11/3,22,3635
SC53,2023/11/30,9,27
SC53,2023/11/24,16,1187
SC53,2023/11/29,22,4635
SC53,2023/11/8,8,8
SC53,2023/11/28,10,0
SC53,2023/11/20,1,638
SC53,2023/11/10,0,795
SC53,2023/11/4,22,4049
SC53,2023/11/30,15,1582
SC53,2023/11/12,13,1787
SC53,2023/11/29,11,0
SC53,2023/11/8,4,233
SC53,2023/11/28,15,1287
SC53,2023/11/4,5,1120
SC53,2023/11/11,22,4173
SC53,2023/11/6,7,403
SC53,2023/11/30,5,352
SC53,2023/11/8,13,1623
SC53,2023/11/13,9,42
SC53,2023/11/28,5,701
SC53,2023/11/6,22,4192
SC53,2023/11/29,19,2866
SC53,2023/11/2,19,3703
SC53,2023/11/5,7,580
SC53,2023/11/24,4,179
SC53,2023/11/2,16,1612
SC53,2023/11/12,4,1250
SC53,2023/11/13,0,4171
SC53,2023/11/19,18,1915
SC53,2023/11/18,11,0
SC53,2023/11/30,17,1542
SC53,2023/11/19,2,1281
SC53,2023/11/1,16,534
SC53,2023/11/25,22,4375
SC53,2023/11/15,16,2383
SC53,2023/11/4,7,87
SC53,2023/11/23,19,3298
SC53,2023/11/22,9,30
SC53,2023/11/21,13,1820
SC53,2023/11/11,20,3780
SC53,2023/11/1,14,1935
SC53,2023/11/6,21,3724
SC53,2023/11/12,22,3998
SC53,2023/11/17,2,792
SC53,2023/11/25,7,0
SC53,2023/11/26,3,551
SC53,2023/11/10,22,4494
SC53,2023/11/11,7,711
SC53,2023/11/12,18,2270
SC53,2023/11/1,12,0
SC53,2023/11/17,10,0
SC53,2023/11/17,17,1687
SC53,2023/11/18,3,591
SC53,2023/11/28,9,29
SC53,2023/11/27,7,0
SC53,2023/11/22,16,953
SC53,2023/11/25,5,1005
SC53,2023/11/30,2,797
SC53,2023/11/19,13,1748
SC53,2023/11/4,9,27
SC53,2023/11/9,19,3438
SC53,2023/11/5,6,842
SC53,2023/11/26,9,21
SC53,2023/11/16,11,0
SC53,2023/11/16,19,3511
SC53,2023/11/28,21,3866
SC53,2023/11/23,15,1838
SC53,2023/11/29,3,438
SC53,2023/11/11,2,624
SC53,2023/11/20,23,3449
SC53,2023/11/21,21,3840
SC53,2023/11/30,18,1897
SC53,2023/11/6,17,1783
SC53,2023/11/20,22,4224
SC53,2023/11/16,18,1772
SC53,2023/11/30,11,0
SC53,2023/11/11,8,72
SC53,2023/11/7,10,0
SC53,2023/11/14,8,30
SC53,2023/11/10,7,484
SC53,2023/11/13,15,2496
SC53,2023/11/9,13,1681
SC53,2023/11/9,15,1644
SC53,2023/11/11,18,2119
SC53,2023/11/20,3,588
SC53,2023/11/26,2,525
SC53,2023/11/17,7,627
SC53,2023/11/29,20,3782
SC53,2023/11/20,17,1337
SC53,2023/11/13,6,499
SC53,2023/11/18,22,3980
SC53,2023/11/25,1,676
SC53,2023/11/27,16,925
SC53,2023/11/21,12,24
SC53,2023/11/25,17,1328
SC53,2023/11/11,17,2052
SC53,2023/11/21,8,1
SC53,2023/11/5,12,48
SC53,2023/11/30,4,348
SC53,2023/11/8,15,1812
SC53,2023/11/18,2,872
SC53,2023/11/8,7,577
SC53,2023/11/19,16,1491
SC53,2023/11/15,15,2496
SC53,2023/11/21,0,473
SC53,2023/11/8,16,1275
SC53,2023/11/24,11,0
SC53,2023/11/1,19,4262
SC53,2023/11/14,9,36
SC53,2023/11/20,9,24
SC53,2023/11/28,3,771
SC53,2023/11/1,5,280
SC53,2023/11/1,15,1864
SC53,2023/11/15,5,956
SC53,2023/11/5,16,1490
SC53,2023/11/25,2,1015
SC53,2023/11/25,20,3774
SC53,2023/11/4,8,3
SC53,2023/11/3,2,1454
SC53,2023/11/27,23,4696
SC53,2023/11/20,18,1414
SC53,2023/11/23,7,0
SC53,2023/11/13,19,3945
SC53,2023/11/3,1,1089
SC53,2023/11/22,4,181
SC53,2023/11/6,18,2239
SC53,2023/11/8,11,0
SC53,2023/11/7,15,1232
SC53,2023/11/11,10,0
SC53,2023/11/4,4,926
SC53,2023/11/25,15,1323
SC53,2023/11/13,21,3838
SC53,2023/11/11,15,1840
SC53,2023/11/3,17,1006
SC53,2023/11/24,7,0
SC53,2023/11/28,4,248
SC53,2023/11/1,22,4376
SC53,2023/11/15,0,1018
SC53,2023/11/5,21,3613
SC53,2023/11/20,4,200
SC53,2023/11/9,18,2003
SC53,2023/11/22,3,687
SC53,2023/11/24,10,0
SC53,2023/11/2,13,1247
SC53,2023/11/6,12,56
SC53,2023/11/30,8,1
SC53,2023/11/8,22,3765
SC53,2023/11/15,12,54
SC53,2023/11/22,13,2147
SC53,2023/11/15,7,637
SC53,2023/11/14,3,643
SC53,2023/11/18,20,3793
SC53,2023/11/8,20,3929
SC53,2023/11/17,13,1013
SC53,2023/11/2,11,0
SC53,2023/11/7,18,2182
SC53,2023/11/4,15,2113
SC53,2023/11/14,0,2971
SC53,2023/11/4,19,2260
SC53,2023/11/23,1,661
SC53,2023/11/17,20,4107
SC53,2023/11/26,6,16
SC53,2023/11/5,0,535
SC53,2023/11/9,5,591
SC53,2023/11/21,15,1597
SC53,2023/11/15,20,3814
SC53,2023/11/7,11,0
SC53,2023/11/6,13,1565
SC53,2023/11/6,23,3819
SC53,2023/11/17,1,642
SC53,2023/11/30,3,477
SC53,2023/11/15,11,0
SC53,2023/11/15,19,3596
SC53,2023/11/11,14,2272
SC53,2023/11/28,11,0
SC53,2023/11/12,9,57
SC53,2023/11/28,18,1747
SC53,2023/11/9,4,466
SC53,2023/11/6,4,536
SC53,2023/11/30,19,2940
SC53,2023/11/3,10,3
SC53,2023/11/30,23,3993
SC53,2023/11/24,22,4109
SC53,2023/11/19,8,0
SC53,2023/11/12,11,0
SC53,2023/11/28,13,1741
SC53,2023/11/25,8,0
SC53,2023/11/28,19,2649
SC53,2023/11/25,14,2400
SC53,2023/11/20,13,1870
SC53,2023/11/10,11,0
SC53,2023/11/19,0,1799
SC53,2023/11/18,6,514
SC53,2023/11/4,18,1875
SC53,2023/11/14,16,2009
SC53,2023/11/16,14,2447
SC53,2023/11/18,21,3419
SC53,2023/11/17,15,2351
SC53,2023/11/9,3,1013
SC53,2023/11/13,10,4
SC53,2023/11/25,11,0
SC53,2023/11/3,11,0
SC53,2023/11/8,21,4375
SC53,2023/11/19,9,23
SC53,2023/11/25,19,2756
SC53,2023/11/15,8,55
SC53,2023/11/4,14,2394
SC53,2023/11/12,16,2378
SC53,2023/11/28,14,2175
SC53,2023/11/17,5,1067
SC53,2023/11/27,10,0
SC53,2023/11/27,17,1528
SC53,2023/11/10,2,921
SC53,2023/11/21,6,222
SC53,2023/11/7,20,3940
SC53,2023/11/27,22,4275
SC53,2023/11/24,3,558
SC53,2023/11/15,1,1397
SC53,2023/11/7,2,855
SC53,2023/11/5,15,1348
SC53,2023/11/13,17,2880
SC53,2023/11/29,9,25
SC53,2023/11/9,0,1532
SC53,2023/11/28,23,4452
SC53,2023/11/4,13,1017
SC53,2023/11/27,0,165
SC53,2023/11/18,12,12
SC53,2023/11/8,19,3810
SC53,2023/11/2,9,67
SC53,2023/11/25,10,2
SC53,2023/11/12,19,3290
SC53,2023/11/4,23,3141
SC53,2023/11/1,7,0
SC53,2023/11/3,20,3535
SC53,2023/11/15,22,3918
SC53,2023/11/13,1,2520
SC53,2023/11/4,12,17
SC53,2023/11/25,9,26
SC53,2023/11/3,9,53
SC53,2023/11/30,12,13
SC53,2023/11/11,9,52
SC53,2023/11/17,4,591
SC53,2023/11/30,21,4162
SC53,2023/11/28,12,25
SC53,2023/11/27,12,5
SC53,2023/11/23,11,0
SC53,2023/11/29,2,790
SC53,2023/11/5,8,0
SC53,2023/11/2,2,1480
SC53,2023/11/27,21,3845
SC53,2023/11/2,20,4210
SC53,2023/11/13,16,2547
SC53,2023/11/20,5,1083
SC53,2023/11/17,21,4149
SC53,2023/11/30,13,1337
SC53,2023/11/8,6,529
SC53,2023/11/24,0,1334
SC53,2023/11/4,21,3763
SC53,2023/11/7,8,2
SC53,2023/11/29,5,354
SC53,2023/11/13,13,1680
SC53,2023/11/7,6,767
SC53,2023/11/17,12,12
SC53,2023/11/26,11,0
SC53,2023/11/5,20,3362
SC53,2023/11/14,7,484
SC53,2023/11/20,7,0
SC53,2023/11/10,18,2178
SC53,2023/11/12,6,917
SC53,2023/11/1,3,481
SC53,2023/11/13,12,88
SC53,2023/11/30,14,1689
SC53,2023/11/11,19,3365
SC53,2023/11/22,0,1544
SC53,2023/11/3,14,2136
SC53,2023/11/25,18,1900
SC53,2023/11/3,12,6
SC53,2023/11/18,5,834
SC53,2023/11/2,3,980
SC53,2023/11/23,23,3903
SC53,2023/11/5,17,1567
SC53,2023/11/5,10,10
SC53,2023/11/17,22,4106
SC53,2023/11/26,20,3700
SC53,2023/11/9,23,3838
SC53,2023/11/3,7,5
SC53,2023/11/9,6,457
SC53,2023/11/24,17,1413
SC53,2023/11/25,6,73
SC53,2023/11/19,15,1625
SC53,2023/11/14,17,1836
SC53,2023/11/20,14,1998
SC53,2023/11/29,10,0
SC53,2023/11/5,23,3093
SC53,2023/11/16,21,3902
SC53,2023/11/8,12,91
SC53,2023/11/12,12,36
SC53,2023/11/11,11,0
SC53,2023/11/6,20,3531
SC53,2023/11/29,17,1529
SC53,2023/11/29,14,1825
SC53,2023/11/5,18,1569
SC53,2023/11/5,4,250
SC53,2023/11/5,13,1483
SC53,2023/11/19,3,385
SC53,2023/11/3,19,2993
SC53,2023/11/7,9,31
SC53,2023/11/24,13,1709
SC53,2023/11/12,2,1237
SC53,2023/11/13,8,161
SC53,2023/11/28,1,271
SC53,2023/11/14,5,652
SC53,2023/11/10,4,540
SC53,2023/11/10,23,4581
SC53,2023/11/19,1,587
SC53,2023/11/23,8,1
SC53,2023/11/13,23,4757
SC53,2023/11/6,19,2991
SC53,2023/11/29,16,1079
SC53,2023/11/17,0,1840
SC53,2023/11/1,4,290
SC53,2023/11/6,2,633
SC53,2023/11/10,12,23
SC53,2023/11/14,15,2678
SC53,2023/11/14,14,2324
SC53,2023/11/7,16,1787
SC53,2023/11/22,14,2395
SC53,2023/11/2,17,1781
SC53,2023/11/9,22,4624
SC53,2023/11/23,6,24
SC53,2023/11/13,3,1116
SC53,2023/11/18,19,2818
SC53,2023/11/16,12,17
SC53,2023/11/27,18,1797
SC53,2023/11/14,4,712
SC53,2023/11/22,23,4118
SC53,2023/11/10,21,3864
SC53,2023/11/2,10,0
SC53,2023/11/29,13,1499
SC53,2023/11/8,5,691
SC53,2023/11/14,13,1984
SC53,2023/11/14,23,4135
SC53,2023/11/6,6,461
SC53,2023/11/23,5,823
SC53,2023/11/11,1,546
SC53,2023/11/5,22,3742
SC53,2023/11/11,6,675
SC53,2023/11/14,18,1633
SC53,2023/11/29,23,4486
SC53,2023/11/22,18,2392
SC53,2023/11/7,5,609
SC53,2023/11/3,6,1144
SC53,2023/11/6,11,0
SC53,2023/11/1,23,5096
SC53,2023/11/21,14,2508
SC53,2023/11/21,18,1784
SC53,2023/11/10,16,1928
SC53,2023/11/22,2,813
SC53,2023/11/26,19,3002
SC53,2023/11/16,4,395
SC53,2023/11/5,2,750
SC53,2023/11/24,5,737
SC53,2023/11/14,10,0
SC53,2023/11/12,0,3697
SC53,2023/11/4,1,577
SC53,2023/11/8,2,850
SC53,2023/11/12,20,4133
SC53,2023/11/27,13,815
SC53,2023/11/16,8,3
SC53,2023/11/22,10,0
SC53,2023/11/9,14,2076
SC53,2023/11/24,15,1921
SC53,2023/11/4,3,1338
SC53,2023/11/7,19,3591
SC53,2023/11/20,0,1379
SC53,2023/11/17,16,1592
SC53,2023/11/16,6,778
SC53,2023/11/5,3,293
SC53,2023/11/30,1,853
SC53,2023/11/22,17,1899
SC53,2023/11/10,6,595
SC53,2023/11/9,10,34
SC53,2023/11/9,17,2067
SC53,2023/11/6,1,707
SC53,2023/11/27,3,731
SC53,2023/11/26,5,792
SC53,2023/11/18,15,1338
SC53,2023/11/11,12,51
SC53,2023/11/11,21,3554
SC53,2023/11/9,9,13
SC53,2023/11/20,11,0
SC53,2023/11/27,14,2366
SC53,2023/11/13,2,1823
SC53,2023/11/7,23,3886
SC53,2023/11/3,0,1431
SC53,2023/11/8,3,890
SC53,2023/11/12,3,1622
SC53,2023/11/23,13,1702
SC53,2023/11/27,2,675
SC53,2023/11/16,13,1843
SC53,2023/11/9,7,16
SC53,2023/11/10,9,38
SC53,2023/11/7,4,504
SC53,2023/11/16,9,36
SC53,2023/11/16,20,4236
SC53,2023/11/7,13,1885
SC53,2023/11/6,5,348
SC53,2023/11/3,21,3742
SC53,2023/11/21,2,678
SC53,2023/11/20,19,2842
SC53,2023/11/21,7,0
SC53,2023/11/21,22,4233
SC53,2023/11/23,3,809
SC53,2023/11/17,23,3712
SC53,2023/11/21,5,804
SC53,2023/11/27,4,64
SC53,2023/11/8,0,2080
SC53,2023/11/19,6,565
SC53,2023/11/20,10,0
SC53,2023/11/21,9,28
SC53,2023/11/26,22,4078
SC53,2023/11/26,7,0
SC53,2023/11/10,8,2
SC53,2023/11/18,7,875
SC53,2023/11/27,8,2
SC53,2023/11/16,16,2008
SC53,2023/11/7,3,591
SC53,2023/11/20,2,502
SC53,2023/11/14,19,3209
SC53,2023/11/24,6,346
SC53,2023/11/1,6,0
SC53,2023/11/25,0,1018
SC53,2023/11/22,11,0
SC53,2023/11/13,20,4016
SC53,2023/11/16,23,4244
SC53,2023/11/22,5,934
SC53,2023/11/22,15,1374
SC53,2023/11/1,0,3189
SC53,2023/11/23,0,727
SC53,2023/11/21,20,3965
SC53,2023/11/17,8,4
SC53,2023/11/23,16,1228
SC53,2023/11/14,11,0
SC53,2023/11/23,4,388
