分拣中心,日期,货量
SC25,2023/11/14,51992
SC48,2023/11/15,692
SC61,2023/11/15,660
SC63,2023/11/15,1723
SC54,2023/11/15,9155
SC68,2023/11/15,1206
SC44,2023/11/15,19642
SC15,2023/11/15,3786
SC66,2023/11/15,709
SC9,2023/11/15,28380
SC53,2023/11/15,39846
SC38,2023/11/15,3394
SC20,2023/11/15,136
SC39,2023/11/15,2247
SC47,2023/11/15,49580
SC8,2023/11/15,45233
SC43,2023/11/15,3150
SC52,2023/11/15,3547
SC31,2023/11/15,12253
SC21,2023/11/15,2921
SC49,2023/11/15,7560
SC37,2023/11/15,1474
SC29,2023/11/15,7043
SC5,2023/11/15,25701
SC23,2023/11/15,3726
SC16,2023/11/15,2974
SC36,2023/11/15,630
SC57,2023/11/15,10320
SC2,2023/11/15,9697
SC12,2023/11/15,3900
SC18,2023/11/15,6465
SC19,2023/11/15,10083
SC58,2023/11/15,745
SC27,2023/11/15,3564
SC1,2023/11/15,53282
SC46,2023/11/15,2555
SC34,2023/11/15,8126
SC14,2023/11/15,1518
SC51,2023/11/15,13104
SC26,2023/11/15,4289
SC32,2023/11/15,1737
SC24,2023/11/15,5759
SC4,2023/11/15,29969
SC28,2023/11/15,1838
SC41,2023/11/15,1437
SC17,2023/11/15,20511
SC40,2023/11/15,2662
SC7,2023/11/15,40879
SC60,2023/11/15,79539
SC10,2023/11/15,44352
SC35,2023/11/15,33074
SC3,2023/11/15,14859
SC30,2023/11/15,4341
SC55,2023/11/15,3750
SC6,2023/11/15,34653
SC22,2023/11/15,11674
SC56,2023/11/15,1603
SC25,2023/11/15,47991
SC48,2023/11/16,754
SC61,2023/11/16,729
SC63,2023/11/16,1973
SC54,2023/11/16,9470
SC68,2023/11/16,1266
SC44,2023/11/16,18163
SC15,2023/11/16,3886
SC66,2023/11/16,713
SC9,2023/11/16,30952
SC53,2023/11/16,38173
SC38,2023/11/16,3579
SC20,2023/11/16,818
SC39,2023/11/16,2182
SC47,2023/11/16,47220
SC8,2023/11/16,43219
SC43,2023/11/16,3115
SC52,2023/11/16,3796
SC31,2023/11/16,12961
SC21,2023/11/16,2256
SC49,2023/11/16,7245
SC37,2023/11/16,984
SC29,2023/11/16,6781
SC5,2023/11/16,24763
SC23,2023/11/16,3861
SC16,2023/11/16,2679
SC36,2023/11/16,650
SC57,2023/11/16,9700
SC2,2023/11/16,9823
SC12,2023/11/16,3843
SC18,2023/11/16,6227
SC19,2023/11/16,8922
SC58,2023/11/16,762
SC27,2023/11/16,4071
SC1,2023/11/16,51085
SC46,2023/11/16,2872
SC34,2023/11/16,8595
SC14,2023/11/16,1656
SC51,2023/11/16,12649
SC26,2023/11/16,3968
SC32,2023/11/16,1909
SC24,2023/11/16,5705
SC4,2023/11/16,27183
SC28,2023/11/16,1617
SC41,2023/11/16,1734
SC17,2023/11/16,21258
SC40,2023/11/16,2667
SC7,2023/11/16,37827
SC60,2023/11/16,73102
SC10,2023/11/16,44099
SC35,2023/11/16,32522
SC3,2023/11/16,14508
SC30,2023/11/16,4563
SC55,2023/11/16,3928
SC6,2023/11/16,33633
SC22,2023/11/16,11365
SC56,2023/11/16,1416
SC25,2023/11/16,48922
SC48,2023/11/17,781
SC61,2023/11/17,667
SC63,2023/11/17,2167
SC54,2023/11/17,10447
SC68,2023/11/17,1214
SC44,2023/11/17,19114
SC15,2023/11/17,5205
SC66,2023/11/17,710
SC9,2023/11/17,28056
SC53,2023/11/17,36958
SC38,2023/11/17,3408
SC20,2023/11/17,808
SC39,2023/11/17,1980
SC47,2023/11/17,47832
SC8,2023/11/17,43531
SC43,2023/11/17,3113
SC52,2023/11/17,4571
SC31,2023/11/17,11380
SC21,2023/11/17,2522
SC49,2023/11/17,6918
SC37,2023/11/17,573
SC29,2023/11/17,7040
SC5,2023/11/17,24825
SC23,2023/11/17,4258
SC16,2023/11/17,2749
SC36,2023/11/17,590
SC57,2023/11/17,9606
SC2,2023/11/17,8780
SC12,2023/11/17,3638
SC18,2023/11/17,5455
SC19,2023/11/17,7996
SC58,2023/11/17,603
SC27,2023/11/17,3912
SC1,2023/11/17,50218
SC46,2023/11/17,2696
SC34,2023/11/17,7789
SC14,2023/11/17,1695
SC51,2023/11/17,12964
SC26,2023/11/17,4079
SC32,2023/11/17,2126
SC24,2023/11/17,5562
SC4,2023/11/17,26440
SC28,2023/11/17,1357
SC41,2023/11/17,1382
SC17,2023/11/17,19250
SC40,2023/11/17,2581
SC7,2023/11/17,37129
SC60,2023/11/17,70503
SC10,2023/11/17,45782
SC35,2023/11/17,32755
SC3,2023/11/17,13181
SC30,2023/11/17,4866
SC55,2023/11/17,3968
SC6,2023/11/17,32523
SC22,2023/11/17,10344
SC56,2023/11/17,1338
SC25,2023/11/17,46805
SC48,2023/11/18,795
SC61,2023/11/18,635
SC63,2023/11/18,1671
SC54,2023/11/18,7646
SC68,2023/11/18,1218
SC44,2023/11/18,18456
SC15,2023/11/18,4413
SC66,2023/11/18,723
SC9,2023/11/18,28137
SC53,2023/11/18,33132
SC38,2023/11/18,3380
SC20,2023/11/18,26
SC39,2023/11/18,2067
SC47,2023/11/18,43486
SC8,2023/11/18,41268
SC43,2023/11/18,3125
SC52,2023/11/18,3866
SC31,2023/11/18,11352
SC21,2023/11/18,1978
SC49,2023/11/18,6798
SC37,2023/11/18,606
SC29,2023/11/18,6692
SC5,2023/11/18,23825
SC23,2023/11/18,4116
SC16,2023/11/18,2190
SC36,2023/11/18,474
SC57,2023/11/18,9294
SC2,2023/11/18,8216
SC12,2023/11/18,4567
SC18,2023/11/18,5824
SC19,2023/11/18,7011
SC58,2023/11/18,567
SC27,2023/11/18,3378
SC1,2023/11/18,46956
SC46,2023/11/18,2479
SC34,2023/11/18,7652
SC14,2023/11/18,1388
SC51,2023/11/18,12114
SC26,2023/11/18,3991
SC32,2023/11/18,1665
SC24,2023/11/18,5223
SC4,2023/11/18,25130
SC28,2023/11/18,1355
SC41,2023/11/18,1348
SC17,2023/11/18,18668
SC40,2023/11/18,2595
SC7,2023/11/18,36207
SC60,2023/11/18,67163
SC10,2023/11/18,42261
SC35,2023/11/18,31979
SC3,2023/11/18,13801
SC30,2023/11/18,4263
SC55,2023/11/18,3661
SC6,2023/11/18,32298
SC22,2023/11/18,10382
SC56,2023/11/18,1451
SC25,2023/11/18,44735
SC48,2023/11/19,601
SC61,2023/11/19,650
SC63,2023/11/19,1852
SC54,2023/11/19,7243
SC68,2023/11/19,1377
SC44,2023/11/19,16745
SC15,2023/11/19,3818
SC66,2023/11/19,713
SC9,2023/11/19,26115
SC53,2023/11/19,33095
SC38,2023/11/19,3469
SC20,2023/11/19,24
SC39,2023/11/19,1873
SC47,2023/11/19,42888
SC8,2023/11/19,36674
SC43,2023/11/19,3160
SC52,2023/11/19,2748
SC31,2023/11/19,10794
SC21,2023/11/19,1538
SC49,2023/11/19,6146
SC37,2023/11/19,595
SC29,2023/11/19,6206
SC5,2023/11/19,22541
SC23,2023/11/19,3702
SC16,2023/11/19,1849
SC36,2023/11/19,572
SC57,2023/11/19,8312
SC2,2023/11/19,6819
SC12,2023/11/19,3861
SC18,2023/11/19,5079
SC19,2023/11/19,4626
SC58,2023/11/19,820
SC27,2023/11/19,3104
SC1,2023/11/19,43396
SC46,2023/11/19,2372
SC34,2023/11/19,7402
SC14,2023/11/19,1214
SC51,2023/11/19,11151
SC26,2023/11/19,3777
SC32,2023/11/19,1536
SC24,2023/11/19,5008
SC4,2023/11/19,23331
SC28,2023/11/19,1131
SC41,2023/11/19,1378
SC17,2023/11/19,18474
SC40,2023/11/19,2609
SC7,2023/11/19,33764
SC60,2023/11/19,69428
SC10,2023/11/19,39593
SC35,2023/11/19,31421
SC3,2023/11/19,13730
SC30,2023/11/19,3428
SC55,2023/11/19,3483
SC6,2023/11/19,30395
SC22,2023/11/19,9281
SC56,2023/11/19,1338
SC25,2023/11/19,42092
SC48,2023/11/20,690
SC61,2023/11/20,693
SC63,2023/11/20,2095
SC54,2023/11/20,8371
SC68,2023/11/20,1774
SC44,2023/11/20,17929
SC15,2023/11/20,3345
SC66,2023/11/20,729
SC9,2023/11/20,25850
SC53,2023/11/20,32940
SC38,2023/11/20,3783
SC20,2023/11/20,77
SC39,2023/11/20,2118
SC47,2023/11/20,42621
SC8,2023/11/20,37179
SC43,2023/11/20,3098
SC52,2023/11/20,2886
SC31,2023/11/20,10652
SC21,2023/11/20,1598
SC49,2023/11/20,6467
SC37,2023/11/20,625
SC29,2023/11/20,6777
SC5,2023/11/20,23155
SC23,2023/11/20,3686
SC16,2023/11/20,1733
SC36,2023/11/20,482
SC57,2023/11/20,8221
SC2,2023/11/20,8530
SC12,2023/11/20,4073
SC18,2023/11/20,5260
SC19,2023/11/20,7940
SC58,2023/11/20,912
SC27,2023/11/20,3427
SC1,2023/11/20,42414
SC46,2023/11/20,1756
SC34,2023/11/20,8148
SC14,2023/11/20,1382
SC51,2023/11/20,10838
SC26,2023/11/20,3802
SC32,2023/11/20,1846
SC24,2023/11/20,5624
SC4,2023/11/20,22344
SC28,2023/11/20,1111
SC41,2023/11/20,1602
SC17,2023/11/20,17757
SC40,2023/11/20,2859
SC7,2023/11/20,33775
SC60,2023/11/20,65002
SC10,2023/11/20,42166
SC35,2023/11/20,31900
SC3,2023/11/20,13026
SC30,2023/11/20,3096
SC55,2023/11/20,3543
SC6,2023/11/20,29233
SC22,2023/11/20,8172
SC56,2023/11/20,1372
SC25,2023/11/20,45621
SC48,2023/11/21,628
SC61,2023/11/21,763
SC63,2023/11/21,1899
SC54,2023/11/21,8559
SC68,2023/11/21,1395
SC44,2023/11/21,17253
SC15,2023/11/21,4086
SC66,2023/11/21,719
SC9,2023/11/21,26610
SC53,2023/11/21,33638
SC38,2023/11/21,3880
SC20,2023/11/21,164
SC39,2023/11/21,2260
SC47,2023/11/21,44626
SC8,2023/11/21,41143
SC43,2023/11/21,2828
SC52,2023/11/21,2926
SC31,2023/11/21,11386
SC21,2023/11/21,1667
SC49,2023/11/21,6676
SC37,2023/11/21,628
SC29,2023/11/21,7041
SC5,2023/11/21,21485
SC23,2023/11/21,3526
SC16,2023/11/21,1919
SC36,2023/11/21,623
SC57,2023/11/21,7990
SC2,2023/11/21,7951
SC12,2023/11/21,4222
SC18,2023/11/21,5857
SC19,2023/11/21,8033
SC58,2023/11/21,931
SC27,2023/11/21,3571
SC1,2023/11/21,45994
SC46,2023/11/21,2223
SC34,2023/11/21,8194
SC14,2023/11/21,1391
SC51,2023/11/21,11498
SC26,2023/11/21,4390
SC32,2023/11/21,2067
SC24,2023/11/21,5317
SC4,2023/11/21,24600
SC28,2023/11/21,943
SC41,2023/11/21,1531
SC17,2023/11/21,18803
SC40,2023/11/21,2901
SC7,2023/11/21,34424
SC60,2023/11/21,68378
SC10,2023/11/21,43146
SC35,2023/11/21,30072
SC3,2023/11/21,12980
SC30,2023/11/21,3341
SC55,2023/11/21,3248
SC6,2023/11/21,30689
SC22,2023/11/21,7778
SC56,2023/11/21,1342
SC25,2023/11/21,49837
SC48,2023/11/22,621
SC61,2023/11/22,718
SC63,2023/11/22,1849
SC54,2023/11/22,8104
SC68,2023/11/22,1378
SC44,2023/11/22,17462
SC15,2023/11/22,4805
SC66,2023/11/22,682
SC9,2023/11/22,26973
SC53,2023/11/22,35821
SC38,2023/11/22,3621
SC20,2023/11/22,177
SC39,2023/11/22,2183
SC47,2023/11/22,44118
SC8,2023/11/22,39160
SC43,2023/11/22,3525
SC52,2023/11/22,2979
SC31,2023/11/22,11252
SC21,2023/11/22,1673
SC49,2023/11/22,6799
SC37,2023/11/22,629
SC29,2023/11/22,6737
SC5,2023/11/22,22995
SC23,2023/11/22,3588
SC16,2023/11/22,1906
SC36,2023/11/22,695
SC57,2023/11/22,8814
SC2,2023/11/22,7849
SC12,2023/11/22,4249
SC18,2023/11/22,5433
SC19,2023/11/22,6666
SC58,2023/11/22,815
SC27,2023/11/22,3400
SC1,2023/11/22,45352
SC46,2023/11/22,2451
SC34,2023/11/22,8452
SC14,2023/11/22,1498
SC51,2023/11/22,11690
SC26,2023/11/22,4141
SC32,2023/11/22,1965
SC24,2023/11/22,5169
SC4,2023/11/22,22663
SC28,2023/11/22,885
SC41,2023/11/22,1507
SC17,2023/11/22,19206
SC40,2023/11/22,2811
SC7,2023/11/22,35351
SC60,2023/11/22,67157
SC10,2023/11/22,42839
SC35,2023/11/22,32808
SC3,2023/11/22,14302
SC30,2023/11/22,2946
SC55,2023/11/22,3036
SC6,2023/11/22,31203
SC22,2023/11/22,8083
SC56,2023/11/22,1401
SC25,2023/11/22,46387
SC48,2023/11/23,621
SC61,2023/11/23,720
SC63,2023/11/23,2159
SC54,2023/11/23,8083
SC68,2023/11/23,1537
SC44,2023/11/23,17143
SC15,2023/11/23,4198
SC66,2023/11/23,700
SC9,2023/11/23,27087
SC53,2023/11/23,35037
SC38,2023/11/23,3659
SC20,2023/11/23,117
SC39,2023/11/23,2123
SC47,2023/11/23,44199
SC8,2023/11/23,37469
SC43,2023/11/23,2657
SC52,2023/11/23,2997
SC31,2023/11/23,11889
SC21,2023/11/23,1633
SC49,2023/11/23,6378
SC37,2023/11/23,891
SC29,2023/11/23,6503
SC5,2023/11/23,22077
SC23,2023/11/23,3480
SC16,2023/11/23,1998
SC36,2023/11/23,666
SC57,2023/11/23,8952
SC2,2023/11/23,7785
SC12,2023/11/23,4273
SC18,2023/11/23,5859
SC19,2023/11/23,7372
SC58,2023/11/23,828
SC27,2023/11/23,3291
SC1,2023/11/23,45169
SC46,2023/11/23,2844
SC34,2023/11/23,8481
SC14,2023/11/23,1473
SC51,2023/11/23,11048
SC26,2023/11/23,3717
SC32,2023/11/23,2340
SC24,2023/11/23,5231
SC4,2023/11/23,21360
SC28,2023/11/23,950
SC41,2023/11/23,1585
SC17,2023/11/23,18802
SC40,2023/11/23,2919
SC7,2023/11/23,34017
SC60,2023/11/23,64426
SC10,2023/11/23,43155
SC35,2023/11/23,31565
SC3,2023/11/23,12936
SC30,2023/11/23,3481
SC55,2023/11/23,3065
SC6,2023/11/23,29867
SC22,2023/11/23,8185
SC56,2023/11/23,1546
SC25,2023/11/23,48049
SC48,2023/11/24,624
SC61,2023/11/24,610
SC63,2023/11/24,2209
SC54,2023/11/24,7735
SC68,2023/11/24,1435
SC44,2023/11/24,16670
SC15,2023/11/24,4174
SC66,2023/11/24,686
SC9,2023/11/24,26816
SC53,2023/11/24,33282
SC38,2023/11/24,3552
SC20,2023/11/24,104
SC39,2023/11/24,2225
SC47,2023/11/24,42666
SC8,2023/11/24,39089
SC43,2023/11/24,2728
SC52,2023/11/24,4202
SC31,2023/11/24,11321
SC21,2023/11/24,2408
SC49,2023/11/24,6767
SC37,2023/11/24,575
SC29,2023/11/24,6420
SC5,2023/11/24,23009
SC23,2023/11/24,3592
SC16,2023/11/24,2643
SC36,2023/11/24,543
SC57,2023/11/24,7922
SC2,2023/11/24,7607
SC12,2023/11/24,4320
SC18,2023/11/24,5433
SC19,2023/11/24,6741
SC58,2023/11/24,794
SC27,2023/11/24,3340
SC1,2023/11/24,44719
SC46,2023/11/24,2496
SC34,2023/11/24,8648
SC14,2023/11/24,1478
SC51,2023/11/24,11398
SC26,2023/11/24,3924
SC32,2023/11/24,2187
SC24,2023/11/24,4779
SC4,2023/11/24,21245
SC28,2023/11/24,949
SC41,2023/11/24,1527
SC17,2023/11/24,18876
SC40,2023/11/24,2804
SC7,2023/11/24,34246
SC60,2023/11/24,64912
SC10,2023/11/24,41172
SC35,2023/11/24,31348
SC3,2023/11/24,12708
SC30,2023/11/24,4970
SC55,2023/11/24,3050
SC6,2023/11/24,29997
SC22,2023/11/24,8483
SC56,2023/11/24,1466
SC25,2023/11/24,43751
SC48,2023/11/25,651
SC61,2023/11/25,588
SC63,2023/11/25,1706
SC54,2023/11/25,7648
SC68,2023/11/25,1325
SC44,2023/11/25,15932
SC15,2023/11/25,4200
SC66,2023/11/25,707
SC9,2023/11/25,26875
SC53,2023/11/25,32571
SC38,2023/11/25,3566
SC20,2023/11/25,34
SC39,2023/11/25,2040
SC47,2023/11/25,42755
SC8,2023/11/25,36901
SC43,2023/11/25,2928
SC52,2023/11/25,3665
SC31,2023/11/25,11062
SC21,2023/11/25,2366
SC49,2023/11/25,6174
SC37,2023/11/25,1620
SC29,2023/11/25,6358
SC5,2023/11/25,20778
SC23,2023/11/25,3573
SC16,2023/11/25,2613
SC36,2023/11/25,376
SC57,2023/11/25,8374
SC2,2023/11/25,7410
SC12,2023/11/25,4153
SC18,2023/11/25,5993
SC19,2023/11/25,7013
SC58,2023/11/25,663
SC27,2023/11/25,3125
SC1,2023/11/25,44496
SC46,2023/11/25,2751
SC34,2023/11/25,8265
SC14,2023/11/25,1363
SC51,2023/11/25,10942
SC26,2023/11/25,3988
SC32,2023/11/25,1469
SC24,2023/11/25,4582
SC4,2023/11/25,21127
SC28,2023/11/25,968
SC41,2023/11/25,1558
SC17,2023/11/25,17703
SC40,2023/11/25,2745
SC7,2023/11/25,34287
SC60,2023/11/25,62011
SC10,2023/11/25,38895
SC35,2023/11/25,31540
SC3,2023/11/25,12288
SC30,2023/11/25,4813
SC55,2023/11/25,3045
SC6,2023/11/25,29554
SC22,2023/11/25,8484
SC56,2023/11/25,1409
SC25,2023/11/25,42517
SC48,2023/11/26,583
SC61,2023/11/26,641
SC63,2023/11/26,1702
SC54,2023/11/26,7751
SC68,2023/11/26,1471
SC44,2023/11/26,14739
SC15,2023/11/26,3682
SC66,2023/11/26,678
SC9,2023/11/26,25921
SC53,2023/11/26,30006
SC38,2023/11/26,3469
SC20,2023/11/26,29
SC39,2023/11/26,2077
SC47,2023/11/26,41402
SC8,2023/11/26,35500
SC43,2023/11/26,2832
SC52,2023/11/26,2789
SC31,2023/11/26,10627
SC21,2023/11/26,2019
SC49,2023/11/26,6031
SC37,2023/11/26,906
SC29,2023/11/26,6174
SC5,2023/11/26,18758
SC23,2023/11/26,3520
SC16,2023/11/26,2232
SC36,2023/11/26,499
SC57,2023/11/26,8001
SC2,2023/11/26,6498
SC12,2023/11/26,4130
SC18,2023/11/26,5262
SC19,2023/11/26,4310
SC58,2023/11/26,687
SC27,2023/11/26,3277
SC1,2023/11/26,42879
SC46,2023/11/26,1852
SC34,2023/11/26,8134
SC14,2023/11/26,1392
SC51,2023/11/26,10246
SC26,2023/11/26,4035
SC32,2023/11/26,1363
SC24,2023/11/26,4470
SC4,2023/11/26,19621
SC28,2023/11/26,937
SC41,2023/11/26,1484
SC17,2023/11/26,17108
SC40,2023/11/26,2637
SC7,2023/11/26,33061
SC60,2023/11/26,59165
SC10,2023/11/26,39039
SC35,2023/11/26,30135
SC3,2023/11/26,12156
SC30,2023/11/26,4146
SC55,2023/11/26,2926
SC6,2023/11/26,28392
SC22,2023/11/26,8333
SC56,2023/11/26,1317
SC25,2023/11/26,39951
SC48,2023/11/27,637
SC61,2023/11/27,648
SC63,2023/11/27,1950
SC54,2023/11/27,8521
SC68,2023/11/27,1567
SC44,2023/11/27,15878
SC15,2023/11/27,3696
SC66,2023/11/27,730
SC9,2023/11/27,25170
SC53,2023/11/27,30129
SC38,2023/11/27,3804
SC20,2023/11/27,74
SC39,2023/11/27,2243
SC47,2023/11/27,39923
SC8,2023/11/27,36116
SC43,2023/11/27,2990
SC52,2023/11/27,2901
SC31,2023/11/27,11032
SC21,2023/11/27,1913
SC49,2023/11/27,6133
SC37,2023/11/27,740
SC29,2023/11/27,6825
SC5,2023/11/27,21558
SC23,2023/11/27,3601
SC16,2023/11/27,2242
SC36,2023/11/27,613
SC57,2023/11/27,8007
SC2,2023/11/27,7721
SC12,2023/11/27,4348
SC18,2023/11/27,5095
SC19,2023/11/27,6490
SC58,2023/11/27,863
SC27,2023/11/27,3562
SC1,2023/11/27,41085
SC46,2023/11/27,2580
SC34,2023/11/27,8641
SC14,2023/11/27,1592
SC51,2023/11/27,10976
SC26,2023/11/27,3921
SC32,2023/11/27,1946
SC24,2023/11/27,4897
SC4,2023/11/27,20774
SC28,2023/11/27,916
SC41,2023/11/27,1587
SC17,2023/11/27,16995
SC40,2023/11/27,2933
SC7,2023/11/27,31057
SC60,2023/11/27,60275
SC10,2023/11/27,37856
SC35,2023/11/27,29290
SC3,2023/11/27,12155
SC30,2023/11/27,3746
SC55,2023/11/27,3214
SC6,2023/11/27,28319
SC22,2023/11/27,7863
SC56,2023/11/27,1344
SC25,2023/11/27,43155
SC48,2023/11/28,613
SC61,2023/11/28,749
SC63,2023/11/28,2197
SC54,2023/11/28,8290
SC68,2023/11/28,1510
SC44,2023/11/28,16447
SC15,2023/11/28,3443
SC66,2023/11/28,709
SC9,2023/11/28,26305
SC53,2023/11/28,33646
SC38,2023/11/28,3875
SC20,2023/11/28,43
SC39,2023/11/28,2207
SC47,2023/11/28,43870
SC8,2023/11/28,39110
SC43,2023/11/28,3014
SC52,2023/11/28,3052
SC31,2023/11/28,11174
SC21,2023/11/28,1956
SC49,2023/11/28,6384
SC37,2023/11/28,1302
SC29,2023/11/28,6546
SC5,2023/11/28,21005
SC23,2023/11/28,3521
SC16,2023/11/28,2159
SC36,2023/11/28,653
SC57,2023/11/28,8004
SC2,2023/11/28,7441
SC12,2023/11/28,4329
SC18,2023/11/28,5240
SC19,2023/11/28,7151
SC58,2023/11/28,804
SC27,2023/11/28,3382
SC1,2023/11/28,44200
SC46,2023/11/28,2770
SC34,2023/11/28,8638
SC14,2023/11/28,1510
SC51,2023/11/28,11333
SC26,2023/11/28,4013
SC32,2023/11/28,1962
SC24,2023/11/28,4912
SC4,2023/11/28,20204
SC28,2023/11/28,965
SC41,2023/11/28,1652
SC17,2023/11/28,18729
SC40,2023/11/28,2929
SC7,2023/11/28,33390
SC60,2023/11/28,60744
SC10,2023/11/28,38005
SC35,2023/11/28,30417
SC3,2023/11/28,12200
SC30,2023/11/28,3854
SC55,2023/11/28,3154
SC6,2023/11/28,29614
SC22,2023/11/28,7545
SC56,2023/11/28,1407
SC25,2023/11/28,45758
SC48,2023/11/29,597
SC61,2023/11/29,648
SC63,2023/11/29,2561
SC54,2023/11/29,8198
SC68,2023/11/29,1474
SC44,2023/11/29,17027
SC15,2023/11/29,5341
SC66,2023/11/29,760
SC9,2023/11/29,27254
SC53,2023/11/29,33832
SC38,2023/11/29,3889
SC20,2023/11/29,53
SC39,2023/11/29,2310
SC47,2023/11/29,43261
SC8,2023/11/29,38972
SC43,2023/11/29,2676
SC52,2023/11/29,3045
SC31,2023/11/29,11140
SC21,2023/11/29,1846
SC49,2023/11/29,6273
SC37,2023/11/29,980
SC29,2023/11/29,6666
SC5,2023/11/29,21384
SC23,2023/11/29,3597
SC16,2023/11/29,2187
SC36,2023/11/29,773
SC57,2023/11/29,8520
SC2,2023/11/29,7417
SC12,2023/11/29,4285
SC18,2023/11/29,5347
SC19,2023/11/29,6314
SC58,2023/11/29,799
SC27,2023/11/29,3616
SC1,2023/11/29,45217
SC46,2023/11/29,3653
SC34,2023/11/29,8879
SC14,2023/11/29,1653
SC51,2023/11/29,11471
SC26,2023/11/29,4142
SC32,2023/11/29,2188
SC24,2023/11/29,5032
SC4,2023/11/29,21652
SC28,2023/11/29,937
SC41,2023/11/29,1654
SC17,2023/11/29,18634
SC40,2023/11/29,2882
SC7,2023/11/29,35847
SC60,2023/11/29,61313
SC10,2023/11/29,40407
SC35,2023/11/29,31285
SC3,2023/11/29,12967
SC30,2023/11/29,3401
SC55,2023/11/29,3167
SC6,2023/11/29,29678
SC22,2023/11/29,7713
SC56,2023/11/29,1455
SC25,2023/11/29,45638
SC48,2023/11/30,596
SC61,2023/11/30,644
SC63,2023/11/30,3270
SC54,2023/11/30,8663
SC68,2023/11/30,1448
SC44,2023/11/30,16945
SC15,2023/11/30,5464
SC66,2023/11/30,758
SC9,2023/11/30,27331
SC53,2023/11/30,32718
SC38,2023/11/30,3893
SC20,2023/11/30,53
SC39,2023/11/30,2410
SC47,2023/11/30,44147
SC8,2023/11/30,38769
SC43,2023/11/30,2975
SC52,2023/11/30,3559
SC31,2023/11/30,11619
SC21,2023/11/30,2091
SC49,2023/11/30,6439
SC37,2023/11/30,990
SC29,2023/11/30,6725
SC5,2023/11/30,21505
SC23,2023/11/30,3812
SC16,2023/11/30,2326
SC36,2023/11/30,788
SC57,2023/11/30,8650
SC2,2023/11/30,8600
SC12,2023/11/30,4049
SC18,2023/11/30,6109
SC19,2023/11/30,7210
SC58,2023/11/30,825
SC27,2023/11/30,3909
SC1,2023/11/30,45707
SC46,2023/11/30,3098
SC34,2023/11/30,9528
SC14,2023/11/30,1791
SC51,2023/11/30,11278
SC26,2023/11/30,4477
SC32,2023/11/30,2788
SC24,2023/11/30,5354
SC4,2023/11/30,21342
SC28,2023/11/30,1044
SC41,2023/11/30,1576
SC17,2023/11/30,18907
SC40,2023/11/30,3211
SC7,2023/11/30,33676
SC60,2023/11/30,61486
SC10,2023/11/30,39418
SC35,2023/11/30,29712
SC3,2023/11/30,12665
SC30,2023/11/30,3739
SC55,2023/11/30,3289
SC6,2023/11/30,28131
SC22,2023/11/30,9578
SC56,2023/11/30,1866
SC25,2023/11/30,45795
